Time,JointType,X,Y,Z
1651,KneeRight,0.02911458,-0.3942755,2.971223
1651,AnkleRight,0.03694813,-0.7757189,2.966851
1651,FootRight,0.06455327,-0.8655356,2.910867
1971,HipCenter,-0.08708043,0.1736099,3.06565
1971,Spine,-0.09013141,0.2372247,3.139199
1971,ShoulderCenter,-0.09507532,0.6569288,3.193316
1971,Head,-0.07887112,0.8636734,3.2115
1971,ShoulderLeft,-0.2878171,0.5143385,3.122232
1971,ElbowLeft,-0.4304733,0.3515057,2.969517
1971,WristLeft,-0.2387817,0.2746916,2.873324
1971,HandLeft,-0.1422054,0.2751729,2.848065
1971,ShoulderRight,0.0903918,0.4962365,3.12857
1971,ElbowRight,0.2148297,0.3094633,3.011956
1971,WristRight,-0.04497617,0.2709312,2.878658
1971,HandRight,-0.07763942,0.2065521,2.863407
1971,HipLeft,-0.1692502,0.09210134,3.038226
1971,KneeLeft,-0.1995465,-0.3954449,2.970088
1971,AnkleLeft,-0.1772406,-0.7817341,2.985279
1971,FootLeft,-0.2006268,-0.8691925,2.928092
1971,HipRight,-0.002497825,0.09174612,3.04508
1971,KneeRight,0.02900409,-0.393842,2.97124
1971,AnkleRight,0.03663747,-0.7753609,2.967035
1971,FootRight,0.06482397,-0.8654355,2.910472
2331,HipCenter,-0.08712432,0.173508,3.065522
2331,Spine,-0.09022489,0.2371128,3.139157
2331,ShoulderCenter,-0.0954204,0.6577338,3.194439
2331,Head,-0.07990158,0.8646023,3.214043
2331,ShoulderLeft,-0.288189,0.515151,3.122272
2331,ElbowLeft,-0.4306048,0.3504131,2.970338
2331,WristLeft,-0.243023,0.270631,2.878508
2331,HandLeft,-0.1501068,0.2463436,2.851263
2331,ShoulderRight,0.09069011,0.4962234,3.128841
2331,ElbowRight,0.2123304,0.3107286,3.013924
2331,WristRight,-0.03955078,0.2463716,2.874827
2331,HandRight,-0.07221469,0.1819913,2.859577
2331,HipLeft,-0.16893,0.0917818,3.037625
2331,KneeLeft,-0.1996392,-0.3952155,2.969923
2331,AnkleLeft,-0.1775,-0.7813585,2.985333
2331,FootLeft,-0.2008269,-0.8691579,2.928495
2331,HipRight,-0.002869875,0.09140274,3.044755
2331,KneeRight,0.02938711,-0.3943303,2.971215
2331,AnkleRight,0.03664251,-0.7754806,2.96713
2331,FootRight,0.06546165,-0.8654244,2.910744
2651,HipCenter,-0.08613236,0.1709145,3.0644
2651,Spine,-0.0891246,0.2300883,3.136662
2651,ShoulderCenter,-0.09440141,0.5998917,3.176788
2651,Head,-0.08029993,0.8369887,3.21623
2651,ShoulderLeft,-0.2878967,0.5146998,3.121045
2651,ElbowLeft,-0.4279594,0.348197,2.971025
2651,WristLeft,-0.1989285,0.1994677,2.864575
2651,HandLeft,-0.1051858,0.1980524,2.830275
2651,ShoulderRight,0.09143879,0.4963175,3.129483
2651,ElbowRight,0.212761,0.3083702,3.015218
2651,WristRight,0.03302467,0.2242537,2.8953
2651,HandRight,-0.03891025,0.1914128,2.834366
2651,HipLeft,-0.1652179,0.08798458,3.035658
2651,KneeLeft,-0.1996541,-0.3951264,2.969678
2651,AnkleLeft,-0.1773062,-0.7815679,2.985452
2651,FootLeft,-0.2005629,-0.8688395,2.928864
2651,HipRight,-0.003132726,0.08872221,3.043705
2651,KneeRight,0.02938052,-0.3933486,2.970831
2651,AnkleRight,0.03669031,-0.7752442,2.967367
2651,FootRight,0.06520373,-0.8653349,2.911249
2981,HipCenter,-0.08591992,0.1699549,3.063432
2981,Spine,-0.08932721,0.2301151,3.136444
2981,ShoulderCenter,-0.09949689,0.6551337,3.192189
2981,Head,-0.07867454,0.8641872,3.218623
2981,ShoulderLeft,-0.2880228,0.5143514,3.120255
2981,ElbowLeft,-0.4144303,0.3329496,2.972573
2981,WristLeft,-0.2099679,0.1657781,2.865758
2981,HandLeft,-0.1169956,0.1591261,2.829996
2981,ShoulderRight,0.09268133,0.4963289,3.130144
2981,ElbowRight,0.2000327,0.2978603,3.00951
2981,WristRight,0.05535392,0.1814758,2.890055
2981,HandRight,-0.01658414,0.1486334,2.829118
2981,HipLeft,-0.1649133,0.08622731,3.032331
2981,KneeLeft,-0.1996904,-0.394642,2.969035
2981,AnkleLeft,-0.1774334,-0.7818359,2.985382
2981,FootLeft,-0.2004751,-0.8686725,2.929199
2981,HipRight,-0.002703645,0.08739226,3.043492
2981,KneeRight,0.02944981,-0.3937638,2.970782
2981,AnkleRight,0.03655367,-0.774794,2.967475
2981,FootRight,0.06535628,-0.8644187,2.909437
3352,HipCenter,-0.08564444,0.1699071,3.063184
3352,Spine,-0.0896304,0.2304147,3.136325
3352,ShoulderCenter,-0.0996381,0.6553273,3.192377
3352,Head,-0.07934742,0.8665234,3.223016
3352,ShoulderLeft,-0.2890521,0.5125024,3.117826
3352,ElbowLeft,-0.4028254,0.325869,2.97013
3352,WristLeft,-0.2376154,0.1510635,2.856197
3352,HandLeft,-0.1478021,0.1222446,2.823483
3352,ShoulderRight,0.09268785,0.4974038,3.131451
3352,ElbowRight,0.1886934,0.2923439,3.002986
3352,WristRight,0.05611669,0.1649213,2.880379
3352,HandRight,-0.01582164,0.1320788,2.819442
3352,HipLeft,-0.1650118,0.08610736,3.031972
3352,KneeLeft,-0.1992118,-0.3948496,2.968853
3352,AnkleLeft,-0.1770383,-0.7836843,2.985043
3352,FootLeft,-0.1995016,-0.8693268,2.928682
3352,HipRight,-0.0008432961,0.08751996,3.043198
3352,KneeRight,0.02947845,-0.3937865,2.970764
3352,AnkleRight,0.03648571,-0.7748474,2.967402
3352,FootRight,0.0654402,-0.8644924,2.909549
3652,HipCenter,-0.08552504,0.1686335,3.062148
3652,Spine,-0.08998226,0.2301995,3.136026
3652,ShoulderCenter,-0.09982707,0.6556736,3.192685
3652,Head,-0.07935888,0.8663992,3.223044
3652,ShoulderLeft,-0.2880231,0.5113329,3.115827
3652,ElbowLeft,-0.3943129,0.3216375,2.968799
3652,WristLeft,-0.2151306,0.1178558,2.857302
3652,HandLeft,-0.1251411,0.0988233,2.818484
3652,ShoulderRight,0.09267357,0.4978811,3.131895
3652,ElbowRight,0.1811212,0.2877356,3.003034
3652,WristRight,0.06385124,0.1494541,2.876122
3652,HandRight,-0.007905215,0.09589756,2.831965
3652,HipLeft,-0.1656591,0.08513236,3.03111
3652,KneeLeft,-0.198907,-0.3952302,2.968655
3652,AnkleLeft,-0.177337,-0.7832643,2.985372
3652,FootLeft,-0.20123,-0.8694327,2.929381
3652,HipRight,3.86209E-05,0.0867596,3.042252
3652,KneeRight,0.02948712,-0.3941064,2.970806
3652,AnkleRight,0.03642763,-0.7747263,2.967754
3652,FootRight,0.06532378,-0.8642815,2.909296
4012,HipCenter,-0.08516119,0.1683734,3.061476
4012,Spine,-0.08990317,0.2303295,3.135669
4012,ShoulderCenter,-0.09914959,0.6570678,3.193395
4012,Head,-0.07994816,0.8665203,3.222598
4012,ShoulderLeft,-0.284953,0.5140507,3.116263
4012,ElbowLeft,-0.3522618,0.3109004,2.986901
4012,WristLeft,-0.2682673,0.1470793,2.864669
4012,HandLeft,-0.1902676,0.09536082,2.829905
4012,ShoulderRight,0.09259305,0.4981109,3.132216
4012,ElbowRight,0.1766179,0.2907692,3.004021
4012,WristRight,0.07444473,0.1366948,2.883139
4012,HandRight,-0.0005700588,0.08703649,2.839848
4012,HipLeft,-0.1655809,0.08534298,3.030067
4012,KneeLeft,-0.1984606,-0.3971062,2.968539
4012,AnkleLeft,-0.1766297,-0.78541,2.984646
4012,FootLeft,-0.2012206,-0.8703599,2.929312
4012,HipRight,0.000426442,0.08681793,3.042033
4012,KneeRight,0.02942109,-0.3942418,2.970834
4012,AnkleRight,0.0363442,-0.7741963,2.968297
4012,FootRight,0.06496568,-0.8641993,2.909389
4332,HipCenter,-0.08508857,0.168731,3.061215
4332,Spine,-0.09001382,0.2311949,3.135372
4332,ShoulderCenter,-0.09928633,0.6575177,3.19341
4332,Head,-0.08285827,0.862627,3.216503
4332,ShoulderLeft,-0.2848847,0.5143497,3.116124
4332,ElbowLeft,-0.3520347,0.3105388,2.98609
4332,WristLeft,-0.2279999,0.110897,2.851589
4332,HandLeft,-0.1477592,0.06515956,2.813684
4332,ShoulderRight,0.09248456,0.498222,3.132526
4332,ElbowRight,0.1670477,0.2818991,3.001057
4332,WristRight,0.06892817,0.1273867,2.877007
4332,HandRight,-0.003957987,0.07448037,2.833928
4332,HipLeft,-0.1656451,0.08583611,3.030202
4332,KneeLeft,-0.1983022,-0.3973562,2.968216
4332,AnkleLeft,-0.1768226,-0.7858121,2.984467
4332,FootLeft,-0.2009198,-0.8715228,2.932751
4332,HipRight,0.0008169863,0.08776706,3.04108
4332,KneeRight,0.02942439,-0.3939235,2.970803
4332,AnkleRight,0.03648162,-0.7742044,2.967988
4332,FootRight,0.06502029,-0.86439,2.909596
4653,HipCenter,-0.08475907,0.1684807,3.060517
4653,Spine,-0.08968118,0.2313852,3.134773
4653,ShoulderCenter,-0.09860523,0.6581603,3.192418
4653,Head,-0.08464,0.8625288,3.213101
4653,ShoulderLeft,-0.2849898,0.5145892,3.116025
4653,ElbowLeft,-0.3499099,0.3077274,2.985895
4653,WristLeft,-0.2286501,0.111153,2.852164
4653,HandLeft,-0.1488941,0.06528886,2.813397
4653,ShoulderRight,0.0923405,0.498015,3.131843
4653,ElbowRight,0.1656508,0.2776536,2.998462
4653,WristRight,0.0577402,0.1242923,2.88238
4653,HandRight,-0.01487153,0.07421006,2.835618
4653,HipLeft,-0.1657692,0.08560032,3.029195
4653,KneeLeft,-0.1983273,-0.3975883,2.968014
4653,AnkleLeft,-0.1768238,-0.7848015,2.984974
4653,FootLeft,-0.2017509,-0.87192,2.933619
4653,HipRight,0.001351772,0.08754769,3.040908
4653,KneeRight,0.02926592,-0.3939467,2.970522
4653,AnkleRight,0.03678308,-0.7753413,2.967659
4653,FootRight,0.06543375,-0.8645914,2.909343
5013,HipCenter,-0.08470809,0.1683167,3.060201
5013,Spine,-0.08969969,0.2315179,3.134538
5013,ShoulderCenter,-0.09934265,0.6591058,3.191994
5013,Head,-0.08555608,0.861287,3.208799
5013,ShoulderLeft,-0.2853118,0.5151833,3.11636
5013,ElbowLeft,-0.3504276,0.3078234,2.985696
5013,WristLeft,-0.2291557,0.1117633,2.851981
5013,HandLeft,-0.1445811,0.07399374,2.814725
5013,ShoulderRight,0.09117544,0.4984652,3.131859
5013,ElbowRight,0.1651503,0.2774545,2.997881
5013,WristRight,0.06010845,0.1312173,2.868947
5013,HandRight,-0.01181603,0.07592332,2.827271
5013,HipLeft,-0.1657793,0.08552761,3.028898
5013,KneeLeft,-0.1985243,-0.3978652,2.967906
5013,AnkleLeft,-0.1768506,-0.7853612,2.984906
5013,FootLeft,-0.2013577,-0.8718607,2.93302
5013,HipRight,0.001475806,0.08753368,3.040863
5013,KneeRight,0.02939465,-0.3940951,2.970507
5013,AnkleRight,0.03696258,-0.7750565,2.968262
5013,FootRight,0.06579893,-0.8649192,2.909253
5333,HipCenter,-0.08450302,0.1676108,3.059801
5333,Spine,-0.0898724,0.2313141,3.134253
5333,ShoulderCenter,-0.09945057,0.6591664,3.191561
5333,Head,-0.08803072,0.8624628,3.207738
5333,ShoulderLeft,-0.2862427,0.5121223,3.113527
5333,ElbowLeft,-0.3560241,0.3069877,2.982905
5333,WristLeft,-0.2281872,0.1147965,2.852931
5333,HandLeft,-0.1772993,0.08725513,2.807131
5333,ShoulderRight,0.09076888,0.4988678,3.131653
5333,ElbowRight,0.1677521,0.2863792,3.000706
5333,WristRight,0.05301971,0.1441693,2.876133
5333,HandRight,-0.02221845,0.09795049,2.829537
5333,HipLeft,-0.1657551,0.0846952,3.028489
5333,KneeLeft,-0.1984131,-0.3978877,2.967861
5333,AnkleLeft,-0.1765349,-0.7857488,2.985129
5333,FootLeft,-0.2001033,-0.8720005,2.931876
5333,HipRight,0.001856877,0.0871092,3.040823
5333,KneeRight,0.02946032,-0.394046,2.970275
5333,AnkleRight,0.0369337,-0.7752477,2.968057
5333,FootRight,0.06587403,-0.8652116,2.909477
5653,HipCenter,-0.08433975,0.1676358,3.059682
5653,Spine,-0.08980532,0.2315018,3.134098
5653,ShoulderCenter,-0.09999113,0.6591423,3.190693
5653,Head,-0.0895997,0.8639884,3.205015
5653,ShoulderLeft,-0.2892062,0.5096464,3.111952
5653,ElbowLeft,-0.3807054,0.3164596,2.973455
5653,WristLeft,-0.24283,0.1371686,2.852592
5653,HandLeft,-0.1365629,0.1050174,2.792846
5653,ShoulderRight,0.09072326,0.4996347,3.131285
5653,ElbowRight,0.1691456,0.2862665,3.000107
5653,WristRight,0.04819735,0.1565968,2.866943
5653,HandRight,-0.0649532,0.09658605,2.808178
5653,HipLeft,-0.1656725,0.08445032,3.028059
5653,KneeLeft,-0.1981998,-0.3974603,2.967402
5653,AnkleLeft,-0.1771601,-0.7849968,2.984438
5653,FootLeft,-0.2025009,-0.8715933,2.930673
5653,HipRight,0.002738576,0.08694442,3.041077
5653,KneeRight,0.02929712,-0.3937749,2.970212
5653,AnkleRight,0.03688613,-0.7752578,2.968077
5653,FootRight,0.06481042,-0.8658508,2.910631
6003,HipCenter,-0.08465227,0.1676956,3.059595
6003,Spine,-0.09012321,0.2317368,3.133937
6003,ShoulderCenter,-0.1006371,0.6590217,3.190055
6003,Head,-0.0921,0.8649502,3.203009
6003,ShoulderLeft,-0.2903388,0.5115011,3.112816
6003,ElbowLeft,-0.39553,0.3176218,2.969538
6003,WristLeft,-0.2653675,0.1806257,2.85622
6003,HandLeft,-0.1796991,0.148032,2.816635
6003,ShoulderRight,0.09029582,0.5000278,3.130845
6003,ElbowRight,0.1831914,0.3017539,3.00097
6003,WristRight,0.05394252,0.1765526,2.871871
6003,HandRight,-0.06737453,0.1278357,2.804371
6003,HipLeft,-0.1656625,0.08445789,3.028032
6003,KneeLeft,-0.1982283,-0.3966894,2.967092
6003,AnkleLeft,-0.1766829,-0.7844498,2.984263
6003,FootLeft,-0.2027778,-0.871061,2.930152
6003,HipRight,0.001372518,0.08687773,3.041225
6003,KneeRight,0.02941735,-0.3938465,2.970084
6003,AnkleRight,0.03667024,-0.7756301,2.968514
6003,FootRight,0.06483786,-0.8661309,2.911696
6334,HipCenter,-0.08621217,0.1674399,3.059226
6334,Spine,-0.09126265,0.2317646,3.133519
6334,ShoulderCenter,-0.1008797,0.6590112,3.189558
6334,Head,-0.09266143,0.8651636,3.20159
6334,ShoulderLeft,-0.2908437,0.5128098,3.113671
6334,ElbowLeft,-0.4024248,0.3224387,2.969952
6334,WristLeft,-0.2188931,0.1869339,2.839976
6334,HandLeft,-0.1254531,0.1738492,2.807323
6334,ShoulderRight,0.09029198,0.4996336,3.129949
6334,ElbowRight,0.1878044,0.3060867,3.001034
6334,WristRight,0.0573827,0.2003618,2.854748
6334,HandRight,0.01902252,0.1579487,2.808106
6334,HipLeft,-0.1661073,0.08437029,3.027977
6334,KneeLeft,-0.1982528,-0.3965415,2.966865
6334,AnkleLeft,-0.1762316,-0.7851472,2.984119
6334,FootLeft,-0.2027739,-0.8715763,2.932017
6334,HipRight,-0.002990922,0.08564301,3.040622
6334,KneeRight,0.02958099,-0.3938907,2.969955
6334,AnkleRight,0.03664255,-0.7755134,2.968268
6334,FootRight,0.06551743,-0.8661374,2.911352
6644,HipCenter,-0.0862551,0.1677712,3.059291
6644,Spine,-0.09100348,0.232368,3.133567
6644,ShoulderCenter,-0.1003007,0.6597567,3.18919
6644,Head,-0.09465092,0.8668387,3.198808
6644,ShoulderLeft,-0.2913842,0.5136254,3.114065
6644,ElbowLeft,-0.4199579,0.3262007,2.965789
6644,WristLeft,-0.1995217,0.181395,2.835001
6644,HandLeft,-0.1058131,0.2173233,2.800527
6644,ShoulderRight,0.09101009,0.4992733,3.128213
6644,ElbowRight,0.1919349,0.3111432,3.004548
6644,WristRight,0.06052631,0.2163901,2.85103
6644,HandRight,0.02216691,0.1739778,2.804388
6644,HipLeft,-0.1661592,0.08448537,3.028033
6644,KneeLeft,-0.1982046,-0.3965627,2.966563
6644,AnkleLeft,-0.1767585,-0.7842503,2.984448
6644,FootLeft,-0.2027228,-0.8713892,2.932036
6644,HipRight,-0.002987297,0.08576055,3.040706
6644,KneeRight,0.02964379,-0.3934894,2.969745
6644,AnkleRight,0.03643565,-0.77583,2.968278
6644,FootRight,0.06440064,-0.8674182,2.91375
7004,HipCenter,-0.08808428,0.1744146,3.059072
7004,Spine,-0.09238815,0.2379319,3.1328
7004,ShoulderCenter,-0.1007637,0.6603782,3.186938
7004,Head,-0.09695432,0.8692508,3.19479
7004,ShoulderLeft,-0.2925736,0.5153728,3.115453
7004,ElbowLeft,-0.4226636,0.3276884,2.965596
7004,WristLeft,-0.2380694,0.2555089,2.846228
7004,HandLeft,-0.1208569,0.2531459,2.804779
7004,ShoulderRight,0.09024085,0.4999167,3.127719
7004,ElbowRight,0.1988506,0.3146988,3.006234
7004,WristRight,0.06197277,0.2280573,2.852701
7004,HandRight,0.02361321,0.1856449,2.80606
7004,HipLeft,-0.1675456,0.09120912,3.028662
7004,KneeLeft,-0.1983171,-0.3958699,2.965857
7004,AnkleLeft,-0.1767372,-0.7842715,2.984468
7004,FootLeft,-0.2027862,-0.8712897,2.932051
7004,HipRight,-0.004983428,0.09186029,3.040595
7004,KneeRight,0.02963723,-0.3939048,2.969482
7004,AnkleRight,0.03647573,-0.7758168,2.968153
7004,FootRight,0.06459673,-0.8673854,2.913422
7324,HipCenter,-0.08831885,0.1742069,3.058778
7324,Spine,-0.09229234,0.237849,3.132503
7324,ShoulderCenter,-0.1014395,0.6599479,3.186115
7324,Head,-0.0982161,0.8635854,3.189446
7324,ShoulderLeft,-0.292903,0.5154554,3.115821
7324,ElbowLeft,-0.426883,0.3336735,2.96598
7324,WristLeft,-0.2355196,0.2732274,2.859184
7324,HandLeft,-0.1400174,0.2823292,2.831525
7324,ShoulderRight,0.08927785,0.4983177,3.124851
7324,ElbowRight,0.2012928,0.3148907,3.005291
7324,WristRight,0.04759586,0.2672604,2.850492
7324,HandRight,0.009235486,0.224847,2.803849
7324,HipLeft,-0.1683943,0.09081525,3.027873
7324,KneeLeft,-0.1988022,-0.3942468,2.964972
7324,AnkleLeft,-0.176497,-0.7826031,2.985178
7324,FootLeft,-0.2034786,-0.869813,2.929941
7324,HipRight,-0.004884895,0.09173498,3.040553
7324,KneeRight,0.02964243,-0.3939466,2.969341
7324,AnkleRight,0.03678043,-0.7767048,2.967318
7324,FootRight,0.06485967,-0.8672315,2.912513
7645,HipCenter,-0.08881809,0.175262,3.058682
7645,Spine,-0.09264734,0.2388009,3.132294
7645,ShoulderCenter,-0.1033358,0.6587064,3.184294
7645,Head,-0.09857063,0.8636688,3.188937
7645,ShoulderLeft,-0.2931115,0.5155405,3.115941
7645,ElbowLeft,-0.4306785,0.3442351,2.967378
7645,WristLeft,-0.2372389,0.3011669,2.861374
7645,HandLeft,-0.09296785,0.3241222,2.821851
7645,ShoulderRight,0.08913302,0.4978845,3.122949
7645,ElbowRight,0.2034249,0.3144288,3.004693
7645,WristRight,0.038008,0.3060131,2.855555
7645,HandRight,-0.0003530532,0.263599,2.808911
7645,HipLeft,-0.1692462,0.09186219,3.02831
7645,KneeLeft,-0.1988286,-0.3934634,2.96419
7645,AnkleLeft,-0.1768034,-0.781984,2.984906
7645,FootLeft,-0.2028101,-0.8698189,2.930421
7645,HipRight,-0.00467251,0.09279425,3.040167
7645,KneeRight,0.02957859,-0.3944226,2.968755
7645,AnkleRight,0.03666532,-0.7767794,2.967366
7645,FootRight,0.06454484,-0.8666934,2.91207
8025,HipCenter,-0.08921766,0.174775,3.057854
8025,Spine,-0.09308733,0.2384756,3.13142
8025,ShoulderCenter,-0.1041642,0.6583123,3.183043
8025,Head,-0.1001407,0.8634241,3.1872
8025,ShoulderLeft,-0.293032,0.5158359,3.115843
8025,ElbowLeft,-0.4330904,0.3485963,2.967028
8025,WristLeft,-0.2339607,0.3185057,2.853412
8025,HandLeft,-0.1371343,0.3311816,2.832601
8025,ShoulderRight,0.08832189,0.4977609,3.122223
8025,ElbowRight,0.2057513,0.313481,3.000887
8025,WristRight,0.03569148,0.3232793,2.85782
8025,HandRight,-0.002670061,0.2808647,2.811176
8025,HipLeft,-0.1703663,0.09139418,3.026619
8025,KneeLeft,-0.198991,-0.3924124,2.962725
8025,AnkleLeft,-0.1770662,-0.7821168,2.984639
8025,FootLeft,-0.1986946,-0.8699027,2.93716
8025,HipRight,-0.004565019,0.09267739,3.040076
8025,KneeRight,0.02962222,-0.3946301,2.968357
8025,AnkleRight,0.03688813,-0.7765534,2.966961
8025,FootRight,0.06487096,-0.8668355,2.911659
8335,HipCenter,-0.08997092,0.1748434,3.057139
8335,Spine,-0.09384171,0.2385618,3.130571
8335,ShoulderCenter,-0.1054475,0.6570346,3.181176
8335,Head,-0.1020613,0.8618004,3.184489
8335,ShoulderLeft,-0.2933482,0.5159209,3.115779
8335,ElbowLeft,-0.4345387,0.3513909,2.967856
8335,WristLeft,-0.2357807,0.3306687,2.861598
8335,HandLeft,-0.1404946,0.3483016,2.837534
8335,ShoulderRight,0.08758903,0.4982045,3.121363
8335,ElbowRight,0.2065047,0.3145548,2.998881
8335,WristRight,0.03482316,0.3292553,2.858491
8335,HandRight,-0.003538948,0.2868401,2.811847
8335,HipLeft,-0.1715712,0.09143359,3.026305
8335,KneeLeft,-0.1989771,-0.3934893,2.96216
8335,AnkleLeft,-0.17717,-0.7827206,2.984482
8335,FootLeft,-0.1979667,-0.8706998,2.936893
8335,HipRight,-0.004700218,0.09286911,3.039227
